,cluster_broad,date_publish,outlet,headline
278,2,2019-08-28 10:00:07,The Washington Post,Facebook to require buyers of political ads to provide more information about who paid for them
279,4,2019-08-28 10:02:29,The Washington Post,Lebanon’s Hezbollah group rules out wider war with Israel
280,5,2019-08-28 10:03:25,Los Angeles Times,Boris Johnson asks Queen Elizabeth to suspend Parliament ahead of Brexit
281,5,2019-08-28 10:09:01,HuffPost,Boris Johnson Wants Queen To Suspend Parliament As No-Deal Brexit Fears Mount
282,5,2019-08-28 10:10:17,The Washington Post,UK Parliament Speaker John Bercow calls government action to suspend Parliament a ‘constitutional outrage’
283,5,2019-08-28 10:10:51,Reuters,UK PM Johnson's parliament suspension plan a 'constitutional outrage': speaker
284,5,2019-08-28 10:11:05,Reuters,Johnson's parliament suspension plan a 'constitutional outrage' - speaker
285,2,2019-08-28 10:13:54,Reuters,Facebook tightens rules for U.S. political advertisers ahead of 2020 election
287,9,2019-08-28 10:21:57,Fox News,"Focus on Brazil's Amazon fires, but a massive inferno rages next door in Bolivia"
288,4,2019-08-28 10:22:41,Reuters,Yemen's government forces take control of Aden airport - information minister
289,4,2019-08-28 10:23:54,Reuters,"Fighting between Yemen government forces, separatists restarts in Aden: residents"
290,5,2019-08-28 10:31:31,Yahoo! News,Boris Johnson Accused of ‘Democratic Outrage’ as He Moves to Suspend British Parliament
291,11,2019-08-28 10:31:52,Reuters,Kremlin: Russian state had nothing to do with Chechen's murder in Germany
293,4,2019-08-28 10:42:03,Reuters,Six killed as Indonesian forces fire on protesters in Papua: resident
294,10,2019-08-28 10:43:47,Fox News,"Georgia GOP Sen. Isakson to resign at end of year, amid battle with Parkinson’s"
295,8,2019-08-28 10:44:38,The Washington Post,Malaysia ex-PM use ‘elaborate’ plan to loot fund: prosecutor
296,11,2019-08-28 10:45:59,Fox News,"Chechen exile slain 'execution-style' in Berlin park, Russia denies involvement"
297,5,2019-08-28 10:48:04,The Guardian,MPs react with fury to Boris Johnson's plan to suspend parliament
298,4,2019-08-28 10:51:57,The Washington Post,Police say 1 soldier killed in Indonesia’s Papua protest
299,10,2019-08-28 10:53:41,National Review,Senator Johnny Isakson to Retire at End of Year
300,3,2019-08-28 10:54:32,HuffPost,Voting Machines Changed Selections In Mississippi GOP Governor Runoff
301,5,2019-08-28 10:57:26,Reuters,Johnson's parliament plan is a threat to democracy - Corbyn
302,10,2019-08-28 11:07:00,ABC News,Republican Sen. Johnny Isakson to retire in December because of health issues
303,5,2019-08-28 11:07:38,Reuters,DUP says agreement with Johnson's party to be reviewed
304,8,2019-08-28 11:08:00,ABC News,Serial rape suspect had been hired as police recruit in 2018
305,9,2019-08-28 11:15:59,Reuters,"Exclusive: As fires race through Amazon, Brazil's Bolsonaro weakens environment agency"
306,8,2019-08-28 11:16:36,Reuters,At least 23 killed in suspected attack on bar in Mexico
307,3,2019-08-28 11:33:39,Fox News,"Monmouth University renounces its own poll showing Biden plunging, calls it an ‘outlier’"
308,0,2019-08-28 11:41:07,Fox News,"US throws away 3,500 donated kidneys each year: report"
310,5,2019-08-28 11:43:39,Reuters,Breakingviews - Johnson’s Brexit manoeuvre brings crisis to a head
311,5,2019-08-28 11:49:26,HuffPost,Boris Johnson Wants To Suspend Parliament. Can He Be Stopped?
312,4,2019-08-28 11:52:22,Reuters,Six killed as Indonesian forces fire on Papua protesters: resident
313,0,2019-08-28 11:54:09,The Washington Post,The Latest: Italian rescue ship picks up about 100 migrants
314,7,2019-08-28 11:55:35,Fox News,"Trump slams ‘broken’ Puerto Rico ahead of Tropical Storm Dorian, accuses pols of squandering aid funds"
315,5,2019-08-28 11:59:28,Reuters,TIMELINE: Key dates in Britain's Brexit crisis
316,2,2019-08-28 12:00:58,The Washington Post,"Doorbell-camera firm Ring has partnered with 400 police forces, extending surveillance reach"
317,7,2019-08-28 12:01:00,ABC News,Trump ramps up feud with San Juan mayor ahead of Dorian
318,2,2019-08-28 12:03:00,NBC News,Teen climate activist Greta Thunberg set to dock in New York
319,2,2019-08-28 12:03:20,Yahoo! News,Trump Admin to Reallocate Hurricane Relief Funds to Border Security
320,2,2019-08-28 12:10:00,ABC News,Trump only 'joking' about pardons if laws broken in pursuit of border wall: WH official
321,5,2019-08-28 12:10:40,BBC,Laura Kuenssberg: PM's suspension move decisive and intensely risky
322,5,2019-08-28 12:11:17,The Washington Post,"Boris Johnson plans to shutdown British parliament, read the letter here"
323,3,2019-08-28 12:13:40,National Review,September's Democrat Debate Smaller Crowd
325,2,2019-08-28 12:18:46,Yahoo! News,Swedish teen climate activist arrives in New York by boat for U.N. summit
326,2,2019-08-28 12:18:46,Reuters,Swedish teen climate activist to sail into New York for U.N. summit
327,11,2019-08-28 12:20:16,The Washington Post,Russia: No involvement in Berlin daytime slaying of Georgian
328,5,2019-08-28 12:21:27,Reuters,Corbyn asks to meet queen over Brexit - Guardian
329,3,2019-08-28 12:22:16,The Washington Post,Democrats appear headed for a single presidential debate featuring 10 candidates in September
330,3,2019-08-28 12:25:13,The Washington Post,"Mattis says he served ‘as long as I could,’ warns of a leader not committed to working with allies"
331,3,2019-08-28 12:26:00,NBC News,Democratic debate appears set for 10 candidates after Tom Steyer fails to qualify
332,2,2019-08-28 12:27:12,Reuters,U.S. warship sails in disputed South China Sea amid trade tensions
333,2,2019-08-28 12:27:12,Yahoo! News,U.S. warship sails near South China Sea islands claimed by China
334,6,2019-08-28 12:30:26,HuffPost,I’m A Former Opioid Addict. Here’s What The Johnson & Johnson Ruling Gets Wrong.
335,8,2019-08-28 12:30:40,The Washington Post,Gazans bury policemen killed in rare attacks within strip
336,5,2019-08-28 12:31:40,Reuters,UK PM Johnson must be held to account by parliament: opposition leader Corbyn
337,10,2019-08-28 12:33:10,USA Today,Trump mocks New York Times' Bret Stephens for bedbug reaction
338,2,2019-08-28 12:34:19,Reuters,U.S. warship sails in disputed South China Sea amid trade tensions
339,4,2019-08-28 12:34:20,The Washington Post,Airstrikes in Syria’s Idlib hit near Turkish military post
340,10,2019-08-28 12:34:24,Yahoo! News,'Tough guy!': Trump mocks NYT columnist Bret Stephens for bedbug reaction
341,9,2019-08-28 12:36:03,Reuters,"Brazil says South American nations to meet on Amazon, accepts Chilean aid"
342,8,2019-08-28 12:42:11,The Washington Post,DNA links at least 8 rapes to former Georgia police recruit
343,2,2019-08-28 12:45:00,ABC News,Trump administration backs Vermont nurse who says she was forced to assist with abortion
344,7,2019-08-28 12:47:00,ABC News,FEMA staffing stretched thin as Atlantic storm season intensifies
345,9,2019-08-28 12:47:10,BBC,Amazon fires: Forest loss challenges Paris climate ambition
346,8,2019-08-28 12:51:22,Breitbart,Ilhan Omar Denies Alleged Affair with Democrat Political Consultant
347,2,2019-08-28 12:53:08,The Washington Post,16-year-old Swedish climate activist has crossed Atlantic
348,8,2019-08-28 12:53:12,CBS News,"Missouri's 8-week abortion ban was blocked, but these anti-abortion laws are still going into effect"
349,10,2019-08-28 12:54:39,Breitbart,Donald Trump Ridicules 'Bedbug' NYT Columnist Bret Stephens
350,8,2019-08-28 12:57:07,Reuters,Mexican president condemns arson attack in Mexican port city
352,3,2019-08-28 13:02:00,NBC News,The next debate will go to 10: What we learned from this week's polls
353,5,2019-08-28 13:07:16,Reuters,UK opposition leader Corbyn writes to Queen over parliament suspension
354,10,2019-08-28 13:07:40,The Washington Post,Kellyanne Conway responds to Taylor Swift with her lyrics: ‘You need to calm down'
355,2,2019-08-28 13:12:22,The Washington Post,"Facebook tightens political ad rules, but leaves loopholes"
356,6,2019-08-28 13:16:16,Reuters,U.S. authorities investigate as many as 11 deaths at veterans hospital
357,7,2019-08-28 13:16:16,The Guardian,Puerto Rico faces potential threat to life as Tropical Storm Dorian bears down
358,5,2019-08-28 13:18:42,The Washington Post,Timeline of key past and expected events related to Brexit
359,7,2019-08-28 13:19:30,USA Today,Trump bashes Puerto Rico mayor as island braces for Dorian
360,3,2019-08-28 13:22:08,Yahoo! News,No More Democrats Qualify for Presidential Debate in New Poll
361,0,2019-08-28 13:25:25,Reuters,Far right to deal blow to shaky Merkel coalition in eastern votes
362,2,2019-08-28 13:27:55,Fox News,DHS bars Dem staffers from visiting border facilities after 'rude' and 'disruptive' behavior
363,5,2019-08-28 13:27:59,The Guardian,Boris Johnson move to suspend parliament sets up clash with MPs
364,8,2019-08-28 13:33:08,CBS News,Ilhan Omar fires back after Alabama Republicans call for her expulsion from Congress
365,8,2019-08-28 13:36:00,ABC News,"California deputy, who allegedly made up story of being shot by a sniper, is fired"
366,5,2019-08-28 13:38:12,Chicago Tribune,British Prime Minister Boris Johnson asks the queen to suspend Parliament to push Brexit through
367,9,2019-08-28 13:38:58,Reuters,"Brazil announces South American meeting on Amazon, accepts Chile's help"
368,8,2019-08-28 13:39:20,Yahoo! News,25 killed in fiery attack on bar in southern Mexico
369,2,2019-08-28 13:43:16,Los Angeles Times,Trump reportedly tells officials he'd pardon those who break law to build border wall
370,2,2019-08-28 13:47:25,National Review,Facebook Tightens Rules for Political Advertisers ahead of 2020 Elections
371,3,2019-08-28 13:49:09,USA Today,Video shows machine changing vote in Mississippi Governor runoff
372,9,2019-08-28 13:50:37,Fox News,Brazilians condemn Bolsonaro over Brigitte Macron remarks: 'Sorry about our president'
373,7,2019-08-28 13:53:00,Yahoo! News,"Trump news - live: President sides with 'great one' Boris Johnson, after attacking Puerto Rico mayor as Storm Dorian approaches"
374,5,2019-08-28 13:56:27,The Washington Post,Q&A: What Johnson’s move means for Brexit
375,4,2019-08-28 13:58:42,Reuters,Taliban says near agreement on U.S. withdrawal from Afghanistan
376,3,2019-08-28 13:59:39,Yahoo! News,Elizabeth Warren is the only candidate to consistently rise in the polls. That could make her the candidate to beat in the 2020 primaries.
377,4,2019-08-28 14:00:32,Reuters,"Yemen government forces storm Aden, seize airport: residents, officials"
378,4,2019-08-28 14:01:43,The Guardian,'Please help me': detained Australian Yang Hengjun pleads with Scott Morrison
379,11,2019-08-28 14:02:09,Fox News,Italy’s 5-Star makes deal with left-wingers to avoid elections; nationalist Salvini ousted
380,5,2019-08-28 14:02:19,Reuters,Britain is committed to leaving EU on October 31 - Barclay
381,3,2019-08-28 14:03:53,CBS News,"Ahead of debates, new polls show Biden with wide lead in crowded 2020 contest"
382,4,2019-08-28 14:03:58,Reuters,"Shooting at protest in Indonesia's Papua, police say three dead"
383,2,2019-08-28 14:05:03,USA Today,Greta Thunberg completes Atlantic Ocean voyage for UN climate meeeting
384,5,2019-08-28 14:05:24,The Washington Post,Britain’s Queen Elizabeth II approves government request to suspend Parliament amid Brexit crisis
385,5,2019-08-28 14:05:32,Reuters,Britain is committed to leaving EU on Oct. 31: UK's Brexit minister
386,5,2019-08-28 14:07:52,Reuters,Queen Elizabeth approves British parliament suspension
387,8,2019-08-28 14:09:33,HuffPost,"Prince Andrew 'Knows Exactly What He's Done,' Epstein Accuser Says"
388,10,2019-08-28 14:11:14,Fox News,"Trump demands apology from NBC News over ‘false and defamatory, and extremely damaging’ unverified report"
389,5,2019-08-28 14:12:02,Reuters,Queen approves British parliament suspension
390,8,2019-08-28 14:15:18,The Washington Post,Wife of political consultant alleges Rep. Omar had affair with her husband
391,9,2019-08-28 14:15:46,Reuters,Trump to announce way forward on how to mitigate biofuel waiver impact - Ag Secretary
392,8,2019-08-28 14:16:53,Fox News,LA sheriff's deputy fired after allegedly making up story about being shot by sniper
393,3,2019-08-28 14:17:55,The Washington Post,Ex-Defense Secretary Jim Mattis says US at ‘breaking point’
394,3,2019-08-28 14:18:00,ABC News,'I did as well as I could for as long as I could': Trump's former defense secretary
395,6,2019-08-28 14:19:00,ABC News,At least 9 deaths at VA medical center in West Virginia under investigation
396,4,2019-08-28 14:21:36,Fox News,Taliban says agreement on U.S. troop withdrawal in Afghanistan is close
397,5,2019-08-28 14:22:20,Slate,"Boris Johnson Moves to Suspend U.K. Parliament Ahead of Brexit, Sparking Outrage and Possibly an Election"
398,5,2019-08-28 14:22:56,Breitbart,Delingpole: Brexit Is Happening. Savour Those Remoaner Tears!
399,2,2019-08-28 14:24:23,Los Angeles Times,Teen Swedish climate activist crosses Atlantic on sailboat
400,10,2019-08-28 14:31:56,National Review,President Trump & Lawrence O'Donnell -- Trump Threatens Legal Action for MSNBC Host's Russia Accusations
401,10,2019-08-28 14:40:52,Yahoo! News,Sen. Johnny Isakson to resign at end of the year
402,10,2019-08-28 14:45:14,The Washington Post,"Republican Sen. Johnny Isakson of Georgia says he will retire at the end of 2019, citing ‘health challenges’"
403,5,2019-08-28 14:45:21,HuffPost,House of Commons Speaker Says Suspending Parliament Is A 'Constitutional Outrage'
404,10,2019-08-28 14:46:21,The Washington Post,"Sen. Johnny Isakson says he will resign at the end of the year, citing health problems"
405,7,2019-08-28 14:46:58,CBS News,Trump takes a shot at Puerto Rico as Tropical Storm Dorian nears
406,3,2019-08-28 14:47:39,National Review,Stacey Abrams & Georgia Senate -- Why Doesn't Stacey Abrams Want to Run for Senate?
407,2,2019-08-28 14:48:59,BBC,Greta Thunberg: Why are young climate activists facing so much hate?
408,3,2019-08-28 14:51:00,NBC News,Stacey Abrams rules out Senate run in Georgia after Isakson announces resignation
409,10,2019-08-28 14:51:00,NBC News,"Georgia GOP Sen. Johnny Isakson to resign, citing health problems"
410,10,2019-08-28 14:51:08,HuffPost,Senator Johnny Isakson Says He'll Resign At The End Of December
411,11,2019-08-28 14:51:46,Reuters,Italy PD party tells president ready to form government with 5-Star
412,14,2019-08-28 14:51:54,Yahoo! News,China calls on police to guard 'southern gate' as Hong Kong leader eyes emergency powers
413,2,2019-08-28 14:53:28,CBS News,Japan-South Korea row that began as trade dispute threatens a vital security alliance
414,5,2019-08-28 14:58:25,Reuters,Queen allows British PM Johnson to suspend parliament before Brexit
415,10,2019-08-28 14:59:58,Reuters,Republican Senator Isakson resigning at end of 2019
416,7,2019-08-28 15:01:49,Reuters,Trump calls storm-threatened Puerto Rico one of most corrupt places on earth
417,3,2019-08-28 15:03:00,ABC News,"Joe Biden talks electability, debates and race with black journalists"
418,10,2019-08-28 15:04:02,Politico,O'Rourke campaign blasts Breitbart after ejecting reporter
419,11,2019-08-28 15:04:20,Reuters,Explainer: Italian president seen asking Conte to form new government. What comes next?
420,5,2019-08-28 15:04:41,The Guardian,Irish deputy PM clashes with Stephen Barclay over backstop
421,10,2019-08-28 15:04:52,USA Today,Trump slams Fox News for 2020 coverage
422,10,2019-08-28 15:04:54,The Washington Post,"Citing health, Georgia GOP Sen. Isakson say he’ll retire"
423,11,2019-08-28 15:05:09,Reuters,Italy opposition says it is ready for cabinet deal with 5-Star
424,8,2019-08-28 15:06:39,CNN,A couple facing murder charges overpowered two guards and escaped
425,10,2019-08-28 15:07:36,Yahoo! News,'Fox isn’t working for us anymore!': Trump slams Fox News for 2020 coverage
426,9,2019-08-28 15:07:41,Reuters,"Brazil announces South American meeting on Amazon, takes Chile's help"
427,7,2019-08-28 15:09:10,Reuters,Trump calls storm-threatened Puerto Rico one of most corrupt places on earth
